index,text,happinness,sadness,Soledad,Ilusión,Ensoñación,Grandiosidad,Orgullo,Irritabilidad,Ansiedad,Ira,Inestabilidad,Idealización,Depresión,Desilusión,Aversión,Inseguridad,Impotencia,Vulnerabilidad,Temor,Obsesión,Compulsión,Prejuicio,Dramatización,valence,arousal,anger,fear,disgust,concreteness,imageability,context availability,valence_mean,valence_sd,arousal_mean,arousal_sd,happiness_mean,happiness_sd,anger_mean,anger_sd,sadness_mean,sadness_sd,fear_mean,fear_sd,disgust_mean,disgust_sd,concreteness_mean,concreteness_sd,imageability_mean,imageability_sd,cont_ava_mean,cont_ava_sd,max_arousal,min_arousal,max_valence,min_valence,arousal_span,valence_span,n_words,CorAro,CorVal,AbsCorAro,AbsCorVal,sigma_aro,sigma_val
77,"Solo, negado, escarnecido, muerto,
enclavado en la Cruz, ¡oh Jesús mío!
la frente inclinas sobre el mundo impío,
en la cumbre del Gólgota desierto.

Ebrio, entre tanto, y de baldón cubierto,
el mortal, en su infame desvarío,
adora una beldad de aliento frío,
pálida y mustia cual cadáver yerto.

¡Perdónalo, Señor! Que si en tal hora
la majestad de tu dolor ultraja
e ingrato y loco tu pasión olvida,

su espíritu inmortal se agita y llora
por sacudir del cuerpo la mortaja...
y vive en él como enterrado en vida!

",1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3.0,3.0,2.0,3.0,2.0,2.0,2.0,4.402499999999999,1.3402142857142858,5.566999999999999,1.6393571428571427,1.9036965811965814,0.8716618862964197,1.858739316239316,0.9833084442841403,2.2401068376068376,1.0021273831139867,2.1037820512820513,1.012899807830292,1.6181149425287356,0.9032073662005873,4.621388888888888,1.658970588235294,4.755,1.4058333333333335,5.099583333333333,1.9312500000000001,7.24,3.86,8.015,1.68,3.3800000000000003,6.335000000000001,51,0.2797,-0.0387,0.2797,0.0387,39.756332061698046,31.440138656659894
78,"Mendigo: tu blasfemia me estremece...
Deja que olvide a Dios el venturoso;
pero tu labio hambriento y asqueroso
con renovada fe bendiga y rece:

Todo, menos su Dios, le pertenece
al opulento, sano y poderoso,
y el pobre, enfermo, triste y haraposo,
de todo, excepto de su Dios, carece

Dios es al cabo el único enemigo
del vano, del audaz, del sibarita,
y la sola esperanza, el solo amigo

del que llora, padece y necesita...
¡Sin Dios, el universo se anonada!
¡Sin Dios, el rico es Dios, y el pobre nada!

",1,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,3.0,3.0,1.0,3.0,3.0,3.0,3.0,4.8160156249999995,1.4479687499999998,5.512890625,1.760625,1.916349715099715,0.8292789166254702,1.853696581196581,1.0217963101091776,2.271404914529915,0.9416383728379767,1.8294230769230768,0.9505689072363563,1.628035728639177,0.8700020716517276,4.18025,1.689605263157895,3.533333333333333,1.5044444444444443,4.818888888888889,1.9000000000000001,7.0,3.525,8.015,1.9,3.475,6.115,40,-0.0364,0.0495,0.0364,0.0495,34.866581732778386,30.459157243918707
79,"No lágrimas merece la memoria
del que justo vivió y honrado muere,
ni gritos de venganza el alma quiere,
si escucha ya los cánticos de gloria.

Quien al caer, cual víctima expiatoria,
perdona generoso al que le hiere,
cándidas flores del amor espere,
sacras, más que le laurel de la victoria.

Hoy esas flores tejen tu diadema
y adornan tu callada sepultura,
como ayer adornaban tu camino:

Ellas de tu virtud son el emblema...
¡Así dejaran su semilla pura
en el alma del bárbaro asesino!

",1,3.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,2,3.0,3.0,2.0,3.0,1.0,1.0,1.0,5.359632352941176,1.3278676470588235,5.159558823529411,1.8247794117647056,2.4714529914529915,0.9779736015829724,1.740982905982906,0.8436196252486635,1.8247435897435895,0.8513708539619245,1.7513675213675215,0.7928025233666395,1.3395333333333332,0.5871219658676468,4.369166666666667,1.62,4.413928571428571,1.5317857142857143,4.790357142857142,2.0042857142857144,7.82,3.45,8.275,1.45,4.37,6.825,44,0.0625,-0.2255,0.0625,0.2255,34.22464140282917,35.55177905791109
80,"Duro es tu corazón como el granito;
mi corazón como la cera tierno:
verano ardiente soy; tú helado invierno;
tú nieve eterna; fuego yo infinito.

Yo me acerco a tu nieve, y no tirito;
antes crece la furia de este infierno;
y hiélate a ti más mi fuego eterno,
y ni me apagas ¡ay! ni te derrito.

¿Cómo encuentro calor donde no hay llama?
¿Cómo no da calor la llama mía?
¿Cómo mi incendio tu esquivez no inflama?

¿Cómo tu hielo mi pasión no enfría?
¡Oh! ¿por qué no nos hizo el hado aleve,
o de fuego a los dos, o a ambos de nieve?

",1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2,2.0,2.0,2.0,2.0,2.0,1.0,1.0,5.5456,1.3994,5.414799999999999,1.8332000000000002,2.4391388888888894,1.0089573303461072,1.6198496168582373,0.7752038293652536,1.744876436781609,0.9058463050800835,1.901185823754789,0.8809679477224368,1.350853858784893,0.6138546268567171,4.4624999999999995,1.6223529411764708,4.702727272727273,1.5077272727272728,5.104545454545455,1.9568181818181818,7.8,3.0149999999999997,8.37,1.56,4.785,6.809999999999999,39,0.006,-0.2405,0.006,0.2405,33.81541516172764,34.63226089991816
81,"Soltero y coronel te he conocido;
de brigadier y novio te he tratado:
hoy eres, que yo sepa, diputado,
general, director, padre y marido.

En la paz y en la guerra siempre he sido
tu amigo, tu cronista, o tu soldado,
y hoy me siento en las Cortes a tu lado,
a seguirte al infierno decidido.

Pues bien (dicho inter nos aquesto sea)
jamás te hallé tan grande y tan hermoso
(ni en medio de las bombas y granadas)

como al verte, a la vuelta de Alcolea,
embelesado padre y fiel esposo,
recrearte en tus prendas adoradas.

",3,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2.0,1.0,1.0,1.0,4.0,4.0,4.0,5.593378378378378,1.290945945945946,5.131891891891891,1.7825675675675676,2.443889122511915,0.9922230336657437,1.6566750770955985,0.8694244285994971,1.6750714886459208,0.8070672018684262,1.7887328287075972,0.8051436873647111,1.500709549071618,0.7709101120814813,4.351578947368421,1.5755882352941177,4.695833333333333,1.7216666666666667,5.172499999999999,1.8541666666666667,7.35,2.28,8.45,1.45,5.07,6.999999999999999,48,-0.0861,0.0482,0.0861,0.0482,35.554789982830094,38.75206214923426
82,"Fumaba yo, tendido en mi butaca,
cuando, al sopor de plácido mareo,
mis sueños de oro realizarse veo
del humo denso entre la niebla opaca.

Mas ni la gloria mi ambición aplaca,
ni nada calma mi febril deseo
hasta que, envuelta por el aire, creo
verte mecida en vaporosa hamaca.

Corro hacia ti, mi corazón te evoca,
y cuando el fuego de tu amor me hechiza
y van mis labios a sellar tu boca,

de ellos, ¡ay!, el cigarro se desliza
y sólo queda, de ilusión tan loca,
humo en el aire y, a mis pies... ceniza.

",2,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3,3.0,1.0,1.0,1.0,1.0,1.0,1.0,5.30974358974359,1.3928205128205127,5.24198717948718,1.6223717948717948,2.317462121212121,0.9958552833048215,1.5271969696969698,0.8082230816138627,1.60592803030303,0.8467240951841084,1.7150757575757574,0.8929942674879355,1.2467711598746083,0.5225882690317025,4.652083333333333,1.5600000000000003,4.7095,1.3235,5.131,1.9715,7.205,2.2800000000000002,8.275,2.9749999999999996,4.925,5.300000000000001,49,0.213,0.1914,0.213,0.1914,36.69391025641026,37.16820512820513
83,"«¡Quiero sol!» Moribunda dijo un día
una palmera que en umbroso huerto,
amortajada en su ramaje yerto,
cual alma sin amor languidecía.

Y elevando sus ramas con porfía,
descubrió al fin su copa el campo abierto,
y vio marchita, en medio del desierto,
otra palmera que de sed moría.

«¡Quiero sombra!» Decía esta palmera,
gimiendo por un soplo de frescura.
«¡Quiero sol!» Repetía la primera...

Y de ambas condolida el aura pura,
compaginó las cosas de manera
que gozaron de igual temperatura.

",3,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3,3.0,1.0,1.0,1.0,3.0,3.0,3.0,5.3952857142857145,1.2835,4.815285714285714,1.8417142857142859,2.324953703703704,1.0450370853356519,1.4075462962962964,0.7363108330620202,1.5711805555555556,0.677665368245035,1.5377546296296298,0.7549350554019262,1.2892303848075963,0.6435764606732742,4.226931818181818,1.7107954545454547,4.946923076923077,1.5353846153846151,5.088461538461538,1.8923076923076922,6.45,3.45,8.275,1.64,3.0,6.635000000000001,45,0.1815,0.0446,0.1815,0.0446,32.30191856467946,36.19267684552909
84,"Como, en verano, inútil el rocío
truécase en nube que disipa el viento;
así del noble vate el sentimiento
espiraba sin eco en el vacío.

Y cual la nube en lluvia y ésta en río
trueca de abril el generoso aliento,
tal, realizado en celestial portento,
miró el cantor su vago desvarío.

Tú, gentil Isabel, tierna y piadosa,
tú del paterno amor, tú de su alma,
de sus dolores tú fuiste nacida:

y eres amor en que su fe reposa,
dulce tristeza que las suyas calma,
numen del arte, ensueño de su vida.

",3,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4,2.0,1.0,1.0,1.0,3.0,3.0,3.0,5.903928571428572,1.358142857142857,4.598357142857143,1.8149285714285714,2.6656531531531535,1.0539987576989318,1.4703603603603603,0.7095749319351949,1.7662612612612612,0.8015584637566968,1.580045045045045,0.8045376266717624,1.5085714285714285,0.7749879719770612,4.066470588235294,1.64125,3.7300000000000004,1.7016666666666669,5.013333333333333,1.6616666666666664,6.73,1.6,8.37,1.8,5.130000000000001,6.569999999999999,46,-0.3278,0.0544,0.3278,0.0544,31.18757552311824,40.04239176822993
85,"¡Cuán airosa y ufana en la corrida
irá la noble fiera, engalanada
con tan bella divisa, regalada
por tan ilustre dama y tan garrida!

Cárdena sangre de la oculta herida
matizará la seda recamada,
y aun el toro, al mirarla disputada,
más sentirá el perderla que la vida.

¡Oh, si al coger la codiciada prenda,
tu corazón ganara y tu albedrío
el esforzado justador! ¡Oh gloria!

¡Todos fueran al par en la contienda!
Y yo ante todos redoblando el brío,
diera la vida allí por la victoria.

",2,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3,2.0,1.0,1.0,1.0,2.0,1.0,1.0,5.115000000000001,1.3064583333333335,5.664097222222222,1.6193055555555558,2.280438596491228,1.0087305755230203,1.7494078947368419,0.8709314500482931,1.7046271929824564,0.817233134249693,1.733881578947368,0.8464139182570127,1.5673809523809528,0.7929179651613586,4.834117647058823,1.541764705882353,5.26,1.255,5.2985,1.4869999999999999,7.525,4.15,7.880000000000001,2.0,3.375,5.880000000000001,47,-0.1314,0.0521,0.1314,0.0521,38.83109417864655,35.06667328105135
86,"La palma audaz que en el desierto crece
hospitalaria acoge al caminante:
grata sombra le presta, y abundante,
sabroso fruto pródiga le ofrece.

Al son del huracán fiera se mece,
y cuanto recia más, más arrogante
resiste, y más hermosa y elegante
en los azares de la lid parece.

Premio de la virtud es cada rama
del árbol inmortal, don a que aspira
el que trueca su paz por la victoria.

Y ese don eres tú, perfecta dama,
para el esposo que en tu amor se inspira,
viendo en ti misma a tu rival la Gloria.

",2,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4,1.0,1.0,1.0,1.0,3.0,3.0,3.0,5.942987804878048,1.2310975609756096,5.125487804878049,1.6403658536585362,2.6956768837803327,1.080593780115511,1.4823671775223497,0.7402967783724801,1.4760734355044702,0.6953129333207472,1.6051104725415068,0.7761442179433811,1.265216622458002,0.4984958562650853,4.3635,1.7,4.780833333333333,1.4408333333333332,4.9591666666666665,1.9083333333333332,7.6,2.28,8.45,2.175,5.32,6.2749999999999995,47,0.0727,0.219,0.0727,0.219,35.13857404881165,40.743071684639496
87,"Estoy, señor, de mí tan desprendida,
y de toda afición tan apartada,
que, por el don que os intereso, nada
sacrificar pudiera agradecida.

Voto os hiciera de dejar la vida,
si antes no fuera vuestra, y tan cuitada,
que, al perderla, creyérame premiada
con no vivir y verme a Vos unida.

Mas, pues no hay meritorio sacrificio
en quien vive sin dichas, yo os ofrezco,
si volvéis la salud al moribundo,

ceñirme la existencia cual silicio,
codiciar una vida que aborrezco,
abrazarme a la cruz de aqueste mundo.

",1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2,3.0,2.0,1.0,2.0,1.0,1.0,1.0,5.388583333333333,1.3449166666666665,5.431333333333333,1.7229166666666667,2.5032291666666664,0.9774511661067766,1.5740625000000001,0.7878865792591174,1.8966145833333332,0.864802115749532,1.7481250000000002,0.8701599101752285,1.4926315789473683,0.7701631538998793,4.41375,1.6067857142857143,4.02125,1.604375,4.7275,1.8356249999999998,7.55,4.05,8.405000000000001,1.64,3.5,6.7650000000000015,42,-0.1213,-0.035,0.1213,0.035,35.19906297995256,34.92201131509562
88,"¡Sólo tú por dos veces el imperio!
¡oh Roma! ¡Has ejercido en las edades!
¡Sólo tú de dos ínclitas ciudades
envuelves en la púrpura el misterio!

Dos veces asombrado el hemisferio
contempló tus grandeza o tus maldades,
según fueron del orbe potestades
León o Borgia, César o Tiberio.

De Persépolis, Ninive y Cartago
queda más que fúnebres ruinas,
cálida arena y solitarias palmas:

¡y tú inmortal en medio del estrago,
al perecer las águilas latinas,
conquistaste el imperio de las almas!

",1,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,2.0,1.0,1.0,1.0,2.0,1.0,1.0,5.306034482758621,1.3463793103448274,5.242068965517242,1.658103448275862,2.1513793103448275,1.0790957879574499,1.5344827586206897,0.8644521258191324,1.728735632183908,0.7905540641250633,1.7755172413793103,0.8266531371362409,1.4962298850574711,0.8249674303059329,4.351111111111113,1.5838888888888891,4.397142857142858,1.6257142857142857,4.758571428571429,2.04,6.95,3.9,7.15,1.45,3.0500000000000003,5.7,43,-0.0145,-0.3045,0.0145,0.3045,34.3745449815307,34.79399492851622
89,"El gallo canta... y la mañana impía
despierta con su luz a los humanos,
haciéndoles trocar delirios vanos
por el forzoso afán de un nuevo día.

Tornan, pues, a embestirles con porfía
la ambición y el amor, fieros tiranos,
los ímprobos trabajos cotidianos...
la deuda, el jefe, el tedio, la manía...

Y, en tanto, el amador desposeído,
que en sueños compartía la almohada
con tal o cual mujer que hubo querido,

el implacable día lo despierta
para hacerle mirar a su ex amada
vieja, casada, monja loca o muerta.

",1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2,2.0,3.0,1.0,3.0,1.0,1.0,1.0,5.439097222222221,1.4118055555555555,5.505347222222222,1.7196527777777777,2.412012195121951,0.9962242538610001,1.7353252032520328,0.9186456239577031,1.763780487804878,0.8733946470612249,1.7976422764227635,0.8670999824682546,1.4496666666666667,0.7915697618787456,4.448749999999999,1.5344736842105262,3.895,1.5216666666666667,4.4766666666666675,1.9783333333333333,7.2,3.57,8.275,1.87,3.6300000000000003,6.405,47,-0.137,-0.0291,0.137,0.0291,37.742759010832884,37.28857189355631
90,"Una sultana del remoto Oriente
vio en los bosques, un día que cazaba,
una llama que rápida esquivaba
de jauría fiera el aguzado diente.

Rendida, al fin, la reina no consiente
que la muerte le den, que ya esperaba,
y a su palacio la conduce esclava
donde la cuida tierna y diligente.

Si antes huraña, al cabo agradecida,
fue olvidando la llama la honda pena
con que lloró su libertad perdida.

Amor, que la existencia me envenena,
quiero que pase mi doliente vida,
besando el hierro de fatal cadena.

",1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,3,2.0,2.0,2.0,3.0,2.0,2.0,2.0,4.948684210526316,1.3123684210526316,5.402697368421053,1.7538815789473683,2.194003364171573,0.869510089027239,1.8348955705074292,0.9061905509327464,2.105960891505467,0.8414990058394248,2.045264928511354,0.9583230669754296,1.4713942103022564,0.7362403122717599,4.500400000000001,1.5534375,4.507916666666667,1.2429166666666667,5.171666666666666,1.5983333333333334,7.2,2.86,8.285,1.75,4.34,6.535,48,0.1028,-0.0848,0.1028,0.0848,37.430985360095725,34.285489932981825
91,"A la concha de Venus amarrado
y al recio galopar de los tritones,
por formar comités para elecciones
cual César, cruza el mar alborotado.

Neptuno, que estará subvencionado,
en redes de cristal tiende traiciones,
y del agua salobre cien montones
arroja sobre el nauta atribulado.

Mas todo su furor aquí no basta;
toca por fin las playas españolas
débil barquilla en forma de canasta

adornada con lindas banderolas,
y brota al punto el inmortal Sagasta
cual Venus de la espuma de las olas.

",3,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,2.0,1.0,1.0,1.0,3.0,3.0,2.0,5.583939393939394,1.3618181818181818,5.101666666666666,1.6681818181818182,2.2439345531315973,1.0945688618913323,1.5343011963406052,0.7201962232688929,1.5241796856673706,0.7513152802309627,1.5782861834388928,0.78446038575525,1.6164351395730705,0.8508010988552024,4.212083333333333,1.6515,4.696,1.564,4.74,2.026,7.525,3.67,8.35,1.73,3.8550000000000004,6.619999999999999,46,0.0634,0.142,0.0634,0.142,34.60118679724407,37.87211957546949
92,"¡Todo lo soy! Cuando mi luz se mira
temblando sobre el lienzo, soy pintura,
si palpito en el mármol, escultura,
y música en el ritmo que suspira.

Soy el ensueño que al poeta inspira,
vivo, canto y esplendo en la Natura,
me sumerjo en el mar de la amargura
y de cada dolor forjo una lira.

Soy belleza y verdad, fiat esplendente
que brotando del verso Omnipotente
canto el grandioso e inmortal poema

que dio vida y belleza al Universo.
Brillo en las almas y en la luz del verso
me remonto hasta Dios, verdad Suprema.

",4,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1.0,1.0,1.0,1.0,3.0,3.0,3.0,6.0819285714285725,1.3575714285714289,5.216857142857143,1.7142857142857142,2.854298245614035,1.1175659534951594,1.4457017543859647,0.7552168313681047,1.6746052631578945,0.8127942308268554,1.5606578947368421,0.7811384222349854,1.3143859649122804,0.6723240050766935,4.446666666666667,1.6360714285714284,3.669285714285714,1.7892857142857144,4.203571428571428,2.1157142857142857,7.05,3.425,8.015,1.9,3.625,6.115,44,0.126,0.0695,0.126,0.0695,34.604715455485284,40.34295014634161
93,"En un alegre y anchuroso llano
al pie de la muslímica Granada,
Boabdil entrega de su corte amada,
las llaves al Monarca castellano.

Tal concibió tu genio soberano
y hoy contempla la mente entusiasmada
una joya del Arte, que inspirada
trazó en el lienzo tu divina mano.

Al admirar tu cuadro portentoso,
orgullo patrio mi cerebro inflama
y miro en el monarca victorioso

de su talento colosal la llama;
en el moro vencido, al envidioso
y en la ciudad, el templo de la fama.

",3,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4,2.0,1.0,1.0,1.0,1.0,1.0,1.0,5.600657894736841,1.2694736842105263,5.239078947368422,1.6810526315789474,2.5459307541351275,1.0586473029712014,1.5295731707317075,0.7442361613790314,1.4909756097560976,0.756900466755448,1.5517276422764228,0.756585626445451,1.4982673478075776,0.7233139443745796,4.49358695652174,1.625217391304348,4.909411764705883,1.3120588235294117,5.016470588235294,1.9297058823529412,7.154999999999999,2.71,8.337499999999999,2.35,4.444999999999999,5.987499999999999,46,0.2921,-0.1073,0.2921,0.1073,35.533162228697215,37.98550996470092
94,"Como se ven por el cristal del río
los granos de sus límpidas arenas,
como se ven también las azucenas
a través de las gotas de rocío;

como en las noches del quemado estío
tras de las nubes blancas y serenas
se ve la luna, ¡cual las almas buenas
se ven detrás de su dolor impío!;

como por medio a la verdad se mira
la fe del corazón, que sin enojos
en el fulgor de la virtud se inspira,

así quisiera en mi aparente calma,
a través de las niñas de tus ojos
mirar los sentimientos de tu alma.

",1,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4,2.0,1.0,1.0,1.0,1.0,1.0,1.0,5.6290000000000004,1.3373333333333333,4.599833333333333,1.8124166666666668,2.5414489724834555,1.1374768483408448,1.5303239289446189,0.712698576631441,1.6745855102751654,0.8281491302894303,1.666715430163706,0.7929079258223671,1.3503113026819922,0.6320913125751559,4.2723611111111115,1.7119444444444445,4.891363636363637,1.1836363636363636,4.952727272727273,1.906818181818182,7.3,2.2800000000000002,7.4,2.0,5.02,5.4,41,0.1127,0.1278,0.1127,0.1278,29.453304304818193,36.04318633250951
95,"Al venir a este valle de sonrojos,
en dicha estéril, en dolor fecundo,
sentiste en tu suspiro moribundo
punzarte el aguijón de sus abrojos.

Ni una sonrisa de tus labios rojos
pude escaparse en tu pesar profundo,
y al llegar a las puertas de este mundo
cerraste con desdén los tristes ojos.

Pasaste como estrella desgajada
que, fugaz por la atmósfera cruzando,
va a perderse en la bóveda azulada.

Y es que dijiste, en tu dolor pensando:
-Para siempre volver quiero a la nada,
que no nacer para vivir llorando.

",1,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.985530303030302,1.3353030303030302,5.417348484848485,1.7556818181818181,2.3123379629629626,1.0003058980011799,1.6308985690235691,0.8379279859513623,2.051136363636363,0.9188057435406329,1.8723632154882155,0.9465273558071635,1.454573002754821,0.7613860063028234,4.629473684210526,1.5575,5.278888888888889,1.3277777777777777,5.248333333333333,1.751111111111111,6.88,3.425,8.719999999999999,1.64,3.455,7.079999999999999,45,0.2325,0.143,0.2325,0.143,36.34067840978011,33.443953984382645
96,"Corazón que te has vuelto como un niño aterrado
al que el más leve ruido paraliza de horror,
yo no sé como aguantas el dolor continuado
de las devastaciones de tu vida interior.

De lirismo y de pena vives tan enconado
que tus llagas parecen despedir resplandor,
cualquier sombra que enturbie tu círculo alumbrado
hace vibrar tu vida con enorme dolor.

Es que nada en la vida te encuentra indiferente,
es que el dolor de todos vibra en ti largamente
como un nervio que toca una mano brutal;

¡es la vida de todos, tu vida hecha pedazos!
y se te ha muerto ha tiempo, como a un hijo en los brazos
la conciencia egoísta de tu yo terrenal.

",1,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2,3.0,2.0,2.0,2.0,2.0,2.0,2.0,4.939573170731707,1.2770121951219513,5.542743902439025,1.7037804878048781,2.1349542842215254,0.9628302736372703,1.7468854493207941,0.8848347870680229,1.8832732497387672,0.8369573786155526,1.9711370167189133,0.9514170379551747,1.6074182139699382,0.925175500522564,4.29875,1.589318181818182,4.799333333333333,1.2890000000000001,5.067333333333333,1.8399999999999999,8.05,3.25,8.015,1.7999999999999998,4.800000000000001,6.215000000000001,48,-0.1546,0.166,0.1546,0.166,38.401256209467924,34.22236679764565
97,"Muere Jesús del Gólgota en la cumbre,
con amor perdonando al que le hería,
siente deshecho el corazón María
del dolor en la inmensa pesadumbre.

Se aleja con pavor la muchedumbre
cumplida ya la Santa Profecía,
tiembla la tierra, el iluminar del día
cegando a tal horror, pierde su lumbre.

Se abren las tumbas, se desgarra el velo,
y a impulsos de un amor grande y fecundo
parece estar la cruz, signo de duelo,

cerrando augusta con el pie el profundo,
con la excelsa cabeza abriendo el cielo
y con los brazos abarcando el mundo.

",1,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,3.0,2.0,3.0,3.0,1.0,1.0,1.0,4.963611111111111,1.299236111111111,5.348263888888889,1.7210416666666666,2.228094109195402,0.9070457612729577,1.6247844827586206,0.824103217273921,1.861520833333333,0.8729777160932667,1.9118692528735632,0.9012070973783365,1.524853709508882,0.7958896704901499,4.471842105263158,1.4883333333333333,5.372727272727272,1.178181818181818,5.2309090909090905,1.8945454545454545,7.25,3.4,8.275,2.0,3.85,6.275,50,-0.3356,-0.0905,0.3356,0.0905,37.817936634084695,35.0980307583956
98,"A Limano jurábale Filena
guardar la fe que a su pasión debía;
""antes la luz me falte"", repetía,
y sus promesas escribió en la arena.

El viento que la mueve y desordena
poco a poco lo escrito deshacía,
y al verlo la pastora falsa y fría
de su memoria lo borró sin pena.

Así la fe se guarda y asegura
en pecho femenil;`¡qué documento
para quien cifra en ella su ventura,

si aún la que ofrece amor con juramento,
cuanto dice y escribe y cuanto jura,
es arena que mueve cualquier viento!

",1,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,3,2.0,3.0,1.0,3.0,2.0,1.0,1.0,5.41,1.2775,5.248333333333332,1.7025000000000001,2.2623958333333336,1.0377530468946559,1.6164843750000002,0.8731499688233566,1.6746614583333332,0.8510445834894557,1.5548697916666665,0.8085902563206049,1.4229487179487181,0.7015238128687973,4.448636363636364,1.5031818181818182,5.461666666666667,1.0483333333333331,5.243333333333333,1.8766666666666667,7.24,3.36,8.275,2.435,3.8800000000000003,5.84,41,-0.0145,-0.0094,0.0145,0.0094,33.605730372793396,34.64090212451171
99,"Mi humilde ruego despreciaste esquiva,
cuando, ¡infeliz!, te requerí de amores
y aun de hablarte en mi pena y mis dolores,
cierto o fingido, tu desdén me priva.

Pero el ardor de mi pasión se aviva
y destrozan volcánicos temblores
mi tierno corazón, como a las flores
nacientes, fiero el vendaval derriba.

Porque a pesar del triste apartamiento
a que me tienes, Laura, condenado
y del puñal que traspasarme siento,

te ven mis ojos de virtud dechado:
y no sirve la voz del escarmiento
a quien de veras gime enamorado.

",1,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2.0,1.0,1.0,1.0,1.0,1.0,1.0,4.569861111111111,1.3156944444444447,5.8583333333333325,1.7084722222222222,2.0902252252252254,0.8362112237047811,1.9792526617526618,0.9541858347305087,2.192839885339885,0.9256426506649528,2.0484930384930387,0.9358223038590225,1.5892424242424241,0.796261980861123,4.477763157894737,1.52546875,4.780555555555555,1.1233333333333335,5.3566666666666665,1.6016666666666666,7.3100000000000005,3.0149999999999997,8.275,1.5,4.295000000000001,6.775,46,0.0954,0.119,0.0954,0.119,39.73314981780886,30.99430603260704
